Coords,Country,Frequency
"[38.9597594, 34.9249653]",Turkey,16
"[61.0666922, -107.9917071]",Canada,22
"[22.5000485, -100.0000375]",Mexico,20
"[-4.7993356, 114.5632032]",Indonesia,20
"[22.3511148, 78.6677428]",India,22
"[51.0834196, 10.4234469]",Germany,2
"[64.6863136, 97.7453061]",Russian Federation,24
"[35.000074, 104.999927]",China,30
"[8.0018709, -66.1109318]",Venezuela,51
