DateStamp,NumHits
2018-03-28,190
2018-04-09,125
2018-04-10,629
2018-04-11,749
2018-04-12,398
2018-04-13,141
2018-04-16,84
2018-04-17,112
2018-04-18,500
2018-04-19,532
2018-04-20,62
2018-04-21,482
2018-04-22,164
2018-04-24,23
2018-04-25,150
2018-04-26,378
2018-04-27,477
2018-04-28,418
2018-04-29,113
2018-04-30,205
2018-05-01,403
2018-05-02,567
2018-05-03,277
2018-05-04,2934
2018-05-08,2
2018-05-10,120
2018-05-11,271
